station,time,count
水源,15:00,1
水源,15:15,5
水源,15:30,1
水源,15:45,3
水源,16:30,2
水源,17:30,3
水源,17:45,3
水源,18:00,3
活大,09:30,1
活大,09:45,4
活大,10:00,9
活大,10:15,3
活大,10:30,9
活大,10:45,8
活大,11:00,3
活大,11:15,8
活大,11:30,4
活大,11:45,10
活大,12:00,12
活大,12:15,22
活大,12:30,20
活大,12:45,26
活大,13:00,13
活大,13:15,9
活大,14:00,4
活大,14:15,22
活大,14:30,11
活大,14:45,7
活大,15:00,14
活大,15:15,10
活大,15:30,19
活大,15:45,8
活大,16:00,10
活大,16:15,7
活大,16:30,12
活大,16:45,5
活大,17:00,17
活大,17:15,6
活大,17:30,9
活大,17:45,4
活大,18:00,5
活大,18:15,14
活大,18:30,23
活大,18:45,4
活大,19:00,4
活大,19:15,10
活大,19:30,4
活大,19:45,4
男一,09:30,6
男一,10:00,6
男一,10:15,12
男一,10:30,3
男一,10:45,6
男一,11:00,5
男一,11:15,4
男一,11:30,5
男一,11:45,2
男一,12:00,4
男一,12:15,15
男一,12:30,18
男一,12:45,12
男一,13:00,11
男一,13:15,3
男一,14:00,12
男一,14:15,8
男一,14:30,11
男一,14:45,9
男一,15:00,3
男一,15:15,16
男一,15:30,10
男一,15:45,1
男一,16:00,7
男一,16:15,6
男一,16:30,4
男一,16:45,3
男一,17:00,6
男一,17:15,7
男一,17:30,5
男一,17:45,7
男一,18:00,11
男一,18:15,5
醫圖,09:45,9
醫圖,10:00,6
醫圖,10:45,4
醫圖,11:15,3
醫圖,11:30,2
醫圖,11:45,3
醫圖,12:45,9
醫圖,13:00,7
醫圖,13:15,4
醫圖,14:15,2
醫圖,14:30,1
醫圖,14:45,1
醫圖,15:00,7
醫圖,15:15,14
醫圖,15:30,18
醫圖,15:45,4
醫圖,16:00,9
醫圖,16:15,4
醫圖,17:00,3
醫圖,17:15,9
醫圖,17:30,5
醫圖,17:45,2
醫圖,18:15,1
頤賢,09:30,6
頤賢,09:45,3
頤賢,10:00,14
頤賢,10:15,10
頤賢,10:30,2
頤賢,10:45,5
頤賢,11:00,2
頤賢,11:15,7
頤賢,11:30,10
頤賢,11:45,8
頤賢,12:00,13
頤賢,12:15,37
頤賢,12:30,20
頤賢,12:45,19
頤賢,13:00,31
頤賢,13:15,8
頤賢,14:00,11
頤賢,14:15,32
頤賢,14:30,11
頤賢,14:45,21
頤賢,15:00,10
頤賢,15:15,44
頤賢,15:30,29
頤賢,15:45,8
頤賢,16:00,9
頤賢,16:15,9
頤賢,16:30,12
頤賢,16:45,11
頤賢,17:00,4
頤賢,17:15,7
頤賢,17:30,14
頤賢,17:45,10
頤賢,18:00,20
頤賢,18:15,10
