station,time,count
新生,14:00,4
新生,14:15,1
新生,15:00,2
新生,15:15,13
新生,15:30,2
新生,15:45,1
新生,16:15,4
新生,16:30,1
新生,16:45,2
新生,17:00,2
新生,17:15,1
新生,17:30,6
新生,17:45,1
新生,18:00,1
新生,18:15,3
新生,18:45,1
普通,09:15,1
普通,10:00,5
普通,10:30,3
普通,11:15,6
普通,11:30,1
普通,12:15,1
普通,12:45,7
普通,13:00,10
普通,13:15,11
普通,13:30,2
普通,13:45,5
普通,14:00,4
普通,14:15,1
普通,14:45,1
普通,15:00,8
普通,15:15,18
普通,15:30,3
普通,15:45,1
普通,16:00,1
普通,16:15,7
普通,16:30,6
普通,16:45,2
普通,17:00,2
普通,17:15,8
普通,17:30,6
普通,17:45,8
普通,18:00,1
普通,18:15,9
普通,18:30,2
普通,18:45,2
大一女,09:00,2
大一女,09:15,2
大一女,09:45,4
大一女,10:00,1
大一女,10:15,2
大一女,10:30,1
大一女,11:00,4
大一女,11:30,1
大一女,12:15,2
大一女,12:30,5
大一女,12:45,9
大一女,13:00,7
大一女,13:15,12
大一女,13:30,4
大一女,13:45,1
大一女,14:00,3
大一女,14:15,3
大一女,14:30,2
大一女,15:00,3
大一女,15:15,5
大一女,15:30,2
大一女,15:45,4
大一女,16:00,2
大一女,16:15,1
大一女,16:45,3
大一女,17:00,2
大一女,17:15,3
大一女,17:30,5
大一女,17:45,3
大一女,18:00,4
大一女,18:15,1
大一女,18:30,1
大一女,18:45,1
大一女,19:00,1
霖澤,09:00,2
霖澤,09:30,1
霖澤,10:15,1
霖澤,11:00,2
霖澤,12:15,1
霖澤,12:30,3
霖澤,12:45,5
霖澤,13:00,8
霖澤,13:15,17
霖澤,13:30,10
霖澤,14:00,7
霖澤,14:15,1
霖澤,14:30,2
霖澤,14:45,1
霖澤,15:00,3
霖澤,15:15,16
霖澤,15:30,7
霖澤,15:45,1
霖澤,16:15,2
霖澤,16:30,2
霖澤,17:15,7
霖澤,17:30,10
霖澤,17:45,3
霖澤,18:00,4
霖澤,18:15,6
霖澤,18:30,3
公衛,09:45,1
公衛,10:00,1
公衛,10:15,3
公衛,10:45,1
公衛,11:00,2
公衛,11:30,1
公衛,14:00,1
公衛,15:00,1
公衛,15:15,2
公衛,16:00,1
公衛,16:45,2
公衛,17:15,1
公衛,17:30,1
醫圖,09:15,1
醫圖,09:45,1
醫圖,10:00,2
醫圖,11:00,1
醫圖,11:15,5
醫圖,12:30,4
醫圖,12:45,2
醫圖,13:15,2
醫圖,13:30,1
醫圖,13:45,2
醫圖,14:00,2
醫圖,14:15,1
醫圖,14:30,2
醫圖,15:15,3
醫圖,15:45,1
醫圖,16:00,1
醫圖,16:15,3
醫圖,16:45,1
醫圖,17:00,1
醫圖,17:15,1
醫圖,17:45,1
醫圖,18:00,1
醫圖,18:30,1
醫圖,18:45,1
