station,time,count
普通,10:45,1
普通,11:00,4
普通,11:15,6
普通,11:30,3
普通,11:45,4
普通,12:00,12
普通,12:15,25
普通,12:30,12
普通,12:45,14
普通,13:00,20
普通,13:15,25
普通,13:30,13
普通,13:45,15
普通,14:00,8
普通,14:15,8
普通,14:30,3
普通,14:45,3
普通,15:00,9
普通,15:15,31
普通,15:30,9
普通,15:45,1
普通,16:15,12
普通,16:30,13
普通,16:45,4
普通,17:00,1
普通,17:15,24
普通,17:30,13
普通,17:45,8
普通,18:00,1
水源,10:00,1
水源,10:45,1
水源,11:15,1
水源,11:30,2
水源,12:15,3
水源,12:30,2
水源,12:45,1
水源,13:15,2
水源,13:30,1
水源,13:45,2
水源,14:00,1
水源,14:45,2
水源,15:15,1
水源,15:30,2
水源,16:00,1
水源,16:30,1
水源,16:45,2
水源,17:30,2
水源,17:45,2
活大,10:00,7
活大,10:15,3
活大,10:30,7
活大,10:45,1
活大,11:00,7
活大,11:15,2
活大,11:30,3
活大,11:45,4
活大,12:00,14
活大,12:15,22
活大,12:30,17
活大,12:45,17
活大,13:00,18
活大,13:15,7
活大,13:30,9
活大,13:45,6
活大,14:00,9
活大,14:15,10
活大,14:30,4
活大,14:45,5
活大,15:00,3
活大,15:15,18
活大,15:30,12
活大,15:45,5
活大,16:00,3
活大,16:15,8
活大,16:30,5
活大,16:45,4
活大,17:00,9
活大,17:15,8
活大,17:30,22
活大,17:45,14
活大,18:00,2
男一,09:45,1
男一,10:00,3
男一,10:15,3
男一,10:30,1
男一,10:45,2
男一,11:00,4
男一,11:30,6
男一,11:45,2
男一,12:00,5
男一,12:15,5
男一,12:30,9
男一,12:45,6
男一,13:00,7
男一,13:15,4
男一,13:30,7
男一,13:45,6
男一,14:00,7
男一,14:15,6
男一,14:30,9
男一,14:45,4
男一,15:00,6
男一,15:15,7
男一,15:30,7
男一,15:45,3
男一,16:00,6
男一,16:15,4
男一,16:30,3
男一,16:45,6
男一,17:00,7
男一,17:30,7
男一,17:45,5
醫圖,09:45,1
醫圖,10:00,2
醫圖,10:30,2
醫圖,10:45,2
醫圖,11:00,3
醫圖,11:15,2
醫圖,11:30,1
醫圖,11:45,1
醫圖,12:00,5
醫圖,12:15,15
醫圖,12:30,7
醫圖,12:45,6
醫圖,13:00,3
醫圖,13:15,2
醫圖,13:30,2
醫圖,13:45,1
醫圖,14:00,1
醫圖,14:15,3
醫圖,14:45,1
醫圖,15:00,5
醫圖,15:15,4
醫圖,15:30,2
醫圖,15:45,2
醫圖,16:45,1
醫圖,17:00,1
醫圖,17:15,5
醫圖,17:30,9
醫圖,17:45,1
頤賢,09:30,2
頤賢,10:00,11
頤賢,10:15,5
頤賢,10:30,3
頤賢,11:00,2
頤賢,11:15,4
頤賢,11:30,5
頤賢,11:45,3
頤賢,12:00,11
頤賢,12:15,43
頤賢,12:30,27
頤賢,12:45,8
頤賢,13:00,22
頤賢,13:15,28
頤賢,13:30,17
頤賢,13:45,12
頤賢,14:00,16
頤賢,14:15,16
頤賢,14:30,5
頤賢,14:45,5
頤賢,15:00,9
頤賢,15:15,29
頤賢,15:30,3
頤賢,15:45,5
頤賢,16:00,5
頤賢,16:15,9
頤賢,16:30,22
頤賢,16:45,9
頤賢,17:00,5
頤賢,17:15,8
頤賢,17:30,16
頤賢,17:45,10
